cve	scorev3	vector	upstream_fix_phrase	summary	link	filter_reason
CVE-2024-27012	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  netfilter: nf_tables: restore set elements when delete set fails  From abort path, nft_mapelem_activate() needs to restore refcounters to the original state. Currently, it uses the set->ops->walk() to iterate over these set elements. The existing set iterator skips inactive elements in the next generation, this does not work from the abort path to restore the original state since it has to skip active elements instead (not inactive ones).  This patch moves the check for inactive elements to the set iterator callback, then it reverses the logic for the .activate case which needs to skip active elements.  Toggle next generation bit for elements when delete set command is invoked and call nft_clear() from .activate (abort) path to restore the next generation bit.  The splat below shows an object in mappings memleak:  [43929.457523] ------------[ cut here ]------------ [43929.457532] WARNING: CPU: 0 PID: 1139 at include/net/netfilter/nf_tables.h:1237 nft_setelem_data_deactivate+0xe4/0xf0 [nf_tables] [...] [43929.458014] RIP: 0010:nft_setelem_data_deactivate+0xe4/0xf0 [nf_tables] [43929.458076] Code: 83 f8 01 77 ab 49 8d 7c 24 08 e8 37 5e d0 de 49 8b 6c 24 08 48 8d 7d 50 e8 e9 5c d0 de 8b 45 50 8d 50 ff 89 55 50 85 c0 75 86 <0f> 0b eb 82 0f 0b eb b3 0f 1f 40 00 90 90 90 90 90 90 90 90 90 90 [43929.458081] RSP: 0018:ffff888140f9f4b0 EFLAGS: 00010246 [43929.458086] RAX: 0000000000000000 RBX: ffff8881434f5288 RCX: dffffc0000000000 [43929.458090] RDX: 00000000ffffffff RSI: ffffffffa26d28a7 RDI: ffff88810ecc9550 [43929.458093] RBP: ffff88810ecc9500 R08: 0000000000000001 R09: ffffed10281f3e8f [43929.458096] R10: 0000000000000003 R11: ffff0000ffff0000 R12: ffff8881434f52a0 [43929.458100] R13: ffff888140f9f5f4 R14: ffff888151c7a800 R15: 0000000000000002 [43929.458103] FS:  00007f0c687c4740(0000) GS:ffff888390800000(0000) knlGS:0000000000000000 [43929.458107] CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033 [43929.458111] CR2: 00007f58dbe5b008 CR3: 0000000123602005 CR4: 00000000001706f0 [43929.458114] Call Trace: [43929.458118]  <TASK> [43929.458121]  ? __warn+0x9f/0x1a0 [43929.458127]  ? nft_setelem_data_deactivate+0xe4/0xf0 [nf_tables] [43929.458188]  ? report_bug+0x1b1/0x1e0 [43929.458196]  ? handle_bug+0x3c/0x70 [43929.458200]  ? exc_invalid_op+0x17/0x40 [43929.458211]  ? nft_setelem_data_deactivate+0xd7/0xf0 [nf_tables] [43929.458271]  ? nft_setelem_data_deactivate+0xe4/0xf0 [nf_tables] [43929.458332]  nft_mapelem_deactivate+0x24/0x30 [nf_tables] [43929.458392]  nft_rhash_walk+0xdd/0x180 [nf_tables] [43929.458453]  ? __pfx_nft_rhash_walk+0x10/0x10 [nf_tables] [43929.458512]  ? rb_insert_color+0x2e/0x280 [43929.458520]  nft_map_deactivate+0xdc/0x1e0 [nf_tables] [43929.458582]  ? __pfx_nft_map_deactivate+0x10/0x10 [nf_tables] [43929.458642]  ? __pfx_nft_mapelem_deactivate+0x10/0x10 [nf_tables] [43929.458701]  ? __rcu_read_unlock+0x46/0x70 [43929.458709]  nft_delset+0xff/0x110 [nf_tables] [43929.458769]  nft_flush_table+0x16f/0x460 [nf_tables] [43929.458830]  nf_tables_deltable+0x501/0x580 [nf_tables]	https://nvd.nist.gov/vuln/detail/CVE-2024-27012	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-27017	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  netfilter: nft_set_pipapo: walk over current view on netlink dump  The generation mask can be updated while netlink dump is in progress. The pipapo set backend walk iterator cannot rely on it to infer what view of the datastructure is to be used. Add notation to specify if user wants to read/update the set.  Based on patch from Florian Westphal.	https://nvd.nist.gov/vuln/detail/CVE-2024-27017	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-27079	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  iommu/vt-d: Fix NULL domain on device release  In the kdump kernel, the IOMMU operates in deferred_attach mode. In this mode, info->domain may not yet be assigned by the time the release_device function is called. It leads to the following crash in the crash kernel:      BUG: kernel NULL pointer dereference, address: 000000000000003c     ...     RIP: 0010:do_raw_spin_lock+0xa/0xa0     ...     _raw_spin_lock_irqsave+0x1b/0x30     intel_iommu_release_device+0x96/0x170     iommu_deinit_device+0x39/0xf0     __iommu_group_remove_device+0xa0/0xd0     iommu_bus_notifier+0x55/0xb0     notifier_call_chain+0x5a/0xd0     blocking_notifier_call_chain+0x41/0x60     bus_notify+0x34/0x50     device_del+0x269/0x3d0     pci_remove_bus_device+0x77/0x100     p2sb_bar+0xae/0x1d0     ...     i801_probe+0x423/0x740  Use the release_domain mechanism to fix it. The scalable mode context entry which is not part of release domain should be cleared in release_device().	https://nvd.nist.gov/vuln/detail/CVE-2024-27079	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-35794	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  dm-raid: really frozen sync_thread during suspend  1) commit f52f5c71f3d4 ("md: fix stopping sync thread") remove    MD_RECOVERY_FROZEN from __md_stop_writes() and doesn't realize that    dm-raid relies on __md_stop_writes() to frozen sync_thread    indirectly. Fix this problem by adding MD_RECOVERY_FROZEN in    md_stop_writes(), and since stop_sync_thread() is only used for    dm-raid in this case, also move stop_sync_thread() to    md_stop_writes(). 2) The flag MD_RECOVERY_FROZEN doesn't mean that sync thread is frozen,    it only prevent new sync_thread to start, and it can't stop the    running sync thread; In order to frozen sync_thread, after seting the    flag, stop_sync_thread() should be used. 3) The flag MD_RECOVERY_FROZEN doesn't mean that writes are stopped, use    it as condition for md_stop_writes() in raid_postsuspend() doesn't    look correct. Consider that reentrant stop_sync_thread() do nothing,    always call md_stop_writes() in raid_postsuspend(). 4) raid_message can set/clear the flag MD_RECOVERY_FROZEN at anytime,    and if MD_RECOVERY_FROZEN is cleared while the array is suspended,    new sync_thread can start unexpected. Fix this by disallow    raid_message() to change sync_thread status during suspend.  Note that after commit f52f5c71f3d4 ("md: fix stopping sync thread"), the test shell/lvconvert-raid-reshape.sh start to hang in stop_sync_thread(), and with previous fixes, the test won't hang there anymore, however, the test will still fail and complain that ext4 is corrupted. And with this patch, the test won't hang due to stop_sync_thread() or fail due to ext4 is corrupted anymore. However, there is still a deadlock related to dm-raid456 that will be fixed in following patches.	https://nvd.nist.gov/vuln/detail/CVE-2024-35794	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-35808	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  md/dm-raid: don't call md_reap_sync_thread() directly  Currently md_reap_sync_thread() is called from raid_message() directly without holding 'reconfig_mutex', this is definitely unsafe because md_reap_sync_thread() can change many fields that is protected by 'reconfig_mutex'.  However, hold 'reconfig_mutex' here is still problematic because this will cause deadlock, for example, commit 130443d60b1b ("md: refactor idle/frozen_sync_thread() to fix deadlock").  Fix this problem by using stop_sync_thread() to unregister sync_thread, like md/raid did.	https://nvd.nist.gov/vuln/detail/CVE-2024-35808	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-35843	6.8	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  iommu/vt-d: Use device rbtree in iopf reporting path  The existing I/O page fault handler currently locates the PCI device by calling pci_get_domain_bus_and_slot(). This function searches the list of all PCI devices until the desired device is found. To improve lookup efficiency, replace it with device_rbtree_find() to search the device within the probed device rbtree.  The I/O page fault is initiated by the device, which does not have any synchronization mechanism with the software to ensure that the device stays in the probed device tree. Theoretically, a device could be released by the IOMMU subsystem after device_rbtree_find() and before iopf_get_dev_fault_param(), which would cause a use-after-free problem.  Add a mutex to synchronize the I/O page fault reporting path and the IOMMU release device path. This lock doesn't introduce any performance overhead, as the conflict between I/O page fault reporting and device releasing is very rare.	https://nvd.nist.gov/vuln/detail/CVE-2024-35843	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-35931	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  drm/amdgpu: Skip do PCI error slot reset during RAS recovery  Why:     The PCI error slot reset maybe triggered after inject ue to UMC multi times, this     caused system hang.     [  557.371857] amdgpu 0000:af:00.0: amdgpu: GPU reset succeeded, trying to resume     [  557.373718] [drm] PCIE GART of 512M enabled.     [  557.373722] [drm] PTB located at 0x0000031FED700000     [  557.373788] [drm] VRAM is lost due to GPU reset!     [  557.373789] [drm] PSP is resuming...     [  557.547012] mlx5_core 0000:55:00.0: mlx5_pci_err_detected Device state = 1 pci_status: 0. Exit, result = 3, need reset     [  557.547067] [drm] PCI error: detected callback, state(1)!!     [  557.547069] [drm] No support for XGMI hive yet...     [  557.548125] mlx5_core 0000:55:00.0: mlx5_pci_slot_reset Device state = 1 pci_status: 0. Enter     [  557.607763] mlx5_core 0000:55:00.0: wait vital counter value 0x16b5b after 1 iterations     [  557.607777] mlx5_core 0000:55:00.0: mlx5_pci_slot_reset Device state = 1 pci_status: 1. Exit, err = 0, result = 5, recovered     [  557.610492] [drm] PCI error: slot reset callback!!     ...     [  560.689382] amdgpu 0000:3f:00.0: amdgpu: GPU reset(2) succeeded!     [  560.689546] amdgpu 0000:5a:00.0: amdgpu: GPU reset(2) succeeded!     [  560.689562] general protection fault, probably for non-canonical address 0x5f080b54534f611f: 0000 [#1] SMP NOPTI     [  560.701008] CPU: 16 PID: 2361 Comm: kworker/u448:9 Tainted: G           OE     5.15.0-91-generic #101-Ubuntu     [  560.712057] Hardware name: Microsoft C278A/C278A, BIOS C2789.5.BS.1C11.AG.1 11/08/2023     [  560.720959] Workqueue: amdgpu-reset-hive amdgpu_ras_do_recovery [amdgpu]     [  560.728887] RIP: 0010:amdgpu_device_gpu_recover.cold+0xbf1/0xcf5 [amdgpu]     [  560.736891] Code: ff 41 89 c6 e9 1b ff ff ff 44 0f b6 45 b0 e9 4f ff ff ff be 01 00 00 00 4c 89 e7 e8 76 c9 8b ff 44 0f b6 45 b0 e9 3c fd ff ff <48> 83 ba 18 02 00 00 00 0f 84 6a f8 ff ff 48 8d 7a 78 be 01 00 00     [  560.757967] RSP: 0018:ffa0000032e53d80 EFLAGS: 00010202     [  560.763848] RAX: ffa00000001dfd10 RBX: ffa0000000197090 RCX: ffa0000032e53db0     [  560.771856] RDX: 5f080b54534f5f07 RSI: 0000000000000000 RDI: ff11000128100010     [  560.779867] RBP: ffa0000032e53df0 R08: 0000000000000000 R09: ffffffffffe77f08     [  560.787879] R10: 0000000000ffff0a R11: 0000000000000001 R12: 0000000000000000     [  560.795889] R13: ffa0000032e53e00 R14: 0000000000000000 R15: 0000000000000000     [  560.803889] FS:  0000000000000000(0000) GS:ff11007e7e800000(0000) knlGS:0000000000000000     [  560.812973] CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033     [  560.819422] CR2: 000055a04c118e68 CR3: 0000000007410005 CR4: 0000000000771ee0     [  560.827433] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000     [  560.835433] DR3: 0000000000000000 DR6: 00000000fffe07f0 DR7: 0000000000000400     [  560.843444] PKRU: 55555554     [  560.846480] Call Trace:     [  560.849225]  <TASK>     [  560.851580]  ? show_trace_log_lvl+0x1d6/0x2ea     [  560.856488]  ? show_trace_log_lvl+0x1d6/0x2ea     [  560.861379]  ? amdgpu_ras_do_recovery+0x1b2/0x210 [amdgpu]     [  560.867778]  ? show_regs.part.0+0x23/0x29     [  560.872293]  ? __die_body.cold+0x8/0xd     [  560.876502]  ? die_addr+0x3e/0x60     [  560.880238]  ? exc_general_protection+0x1c5/0x410     [  560.885532]  ? asm_exc_general_protection+0x27/0x30     [  560.891025]  ? amdgpu_device_gpu_recover.cold+0xbf1/0xcf5 [amdgpu]     [  560.898323]  amdgpu_ras_do_recovery+0x1b2/0x210 [amdgpu]     [  560.904520]  process_one_work+0x228/0x3d0 How:     In RAS recovery, mode-1 reset is issued from RAS fatal error handling and expected     all the nodes in a hive to be reset. no need to issue another mode-1 during this procedure.	https://nvd.nist.gov/vuln/detail/CVE-2024-35931	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-35968	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  pds_core: Fix pdsc_check_pci_health function to use work thread  When the driver notices fw_status == 0xff it tries to perform a PCI reset on itself via pci_reset_function() in the context of the driver's health thread. However, pdsc_reset_prepare calls pdsc_stop_health_thread(), which attempts to stop/flush the health thread. This results in a deadlock because the stop/flush will never complete since the driver called pci_reset_function() from the health thread context. Fix by changing the pdsc_check_pci_health_function() to queue a newly introduced pdsc_pci_reset_thread() on the pdsc's work queue.  Unloading the driver in the fw_down/dead state uncovered another issue, which can be seen in the following trace:  WARNING: CPU: 51 PID: 6914 at kernel/workqueue.c:1450 __queue_work+0x358/0x440 [...] RIP: 0010:__queue_work+0x358/0x440 [...] Call Trace:  <TASK>  ? __warn+0x85/0x140  ? __queue_work+0x358/0x440  ? report_bug+0xfc/0x1e0  ? handle_bug+0x3f/0x70  ? exc_invalid_op+0x17/0x70  ? asm_exc_invalid_op+0x1a/0x20  ? __queue_work+0x358/0x440  queue_work_on+0x28/0x30  pdsc_devcmd_locked+0x96/0xe0 [pds_core]  pdsc_devcmd_reset+0x71/0xb0 [pds_core]  pdsc_teardown+0x51/0xe0 [pds_core]  pdsc_remove+0x106/0x200 [pds_core]  pci_device_remove+0x37/0xc0  device_release_driver_internal+0xae/0x140  driver_detach+0x48/0x90  bus_remove_driver+0x6d/0xf0  pci_unregister_driver+0x2e/0xa0  pdsc_cleanup_module+0x10/0x780 [pds_core]  __x64_sys_delete_module+0x142/0x2b0  ? syscall_trace_enter.isra.18+0x126/0x1a0  do_syscall_64+0x3b/0x90  entry_SYSCALL_64_after_hwframe+0x72/0xdc RIP: 0033:0x7fbd9d03a14b [...]  Fix this by preventing the devcmd reset if the FW is not running.	https://nvd.nist.gov/vuln/detail/CVE-2024-35968	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-36024	4.7	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  drm/amd/display: Disable idle reallow as part of command/gpint execution  [Why] Workaroud for a race condition where DMCUB is in the process of committing to IPS1 during the handshake causing us to miss the transition into IPS2 and touch the INBOX1 RPTR causing a HW hang.  [How] Disable the reallow to ensure that we have enough of a gap between entry and exit and we're not seeing back-to-back wake_and_executes.	https://nvd.nist.gov/vuln/detail/CVE-2024-36024	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-36288	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  SUNRPC: Fix loop termination condition in gss_free_in_token_pages()  The in_token->pages[] array is not NULL terminated. This results in the following KASAN splat:    KASAN: maybe wild-memory-access in range [0x04a2013400000008-0x04a201340000000f]	https://nvd.nist.gov/vuln/detail/CVE-2024-36288	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-36478	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  null_blk: fix null-ptr-dereference while configuring 'power' and 'submit_queues'  Writing 'power' and 'submit_queues' concurrently will trigger kernel panic:  Test script:  modprobe null_blk nr_devices=0 mkdir -p /sys/kernel/config/nullb/nullb0 while true; do echo 1 > submit_queues; echo 4 > submit_queues; done & while true; do echo 1 > power; echo 0 > power; done  Test result:  BUG: kernel NULL pointer dereference, address: 0000000000000148 Oops: 0000 [#1] PREEMPT SMP RIP: 0010:__lock_acquire+0x41d/0x28f0 Call Trace:  <TASK>  lock_acquire+0x121/0x450  down_write+0x5f/0x1d0  simple_recursive_removal+0x12f/0x5c0  blk_mq_debugfs_unregister_hctxs+0x7c/0x100  blk_mq_update_nr_hw_queues+0x4a3/0x720  nullb_update_nr_hw_queues+0x71/0xf0 [null_blk]  nullb_device_submit_queues_store+0x79/0xf0 [null_blk]  configfs_write_iter+0x119/0x1e0  vfs_write+0x326/0x730  ksys_write+0x74/0x150  This is because del_gendisk() can concurrent with blk_mq_update_nr_hw_queues():  nullb_device_power_store	nullb_apply_submit_queues  null_del_dev  del_gendisk 				 nullb_update_nr_hw_queues 				  if (!dev->nullb) 				  // still set while gendisk is deleted 				   return 0 				  blk_mq_update_nr_hw_queues  dev->nullb = NULL  Fix this problem by resuing the global mutex to protect nullb_device_power_store() and nullb_update_nr_hw_queues() from configfs.	https://nvd.nist.gov/vuln/detail/CVE-2024-36478	filtered-vector-low-criticality: LOCAL scorev3<7
